Id_accidentalidad;seq_fecha;franja_horaria;r-franja;seq_tipo_accidente;seq_afectación;seq_tipo_servicio;seq_empresa_operadora;concesion;linea;ruta;coordenada_X;coordenada_Y;desp_suceso;num_lesionados _valorados;num_lesionados _trasladados;num_víctimas_fatales;gravedad_afectados;conciliación;placa;inmovilizado;sentido
203742;15;10 - 11;08:00 - 11:59;3;3;3;6;4;[7] SE10;[2863] SE10_20170808;603139;512515;"Operador reporta que con el móvil a su cargo realizando la tabla 14 viaje 2, presenta un evento con las siguientes características: el móvil se desplazaba en el Recorrido por el Carril, cuando según versión del Operador: Voy por mi carril, un taxi se pega al móvil y lo golpea por parte Izquierda central  Como consecuencia del tercero, se genera una Colisión contra Taxi  con la parte Lateral Izquierda del móvil  En la cual No se presentan personas lesionada  Si se generan daños materiales en el móvil y el tercero  Al punto si se presenta policía de Transito  El operador se dirige  hacia patio zonal de Gmovil, le envían que se desplace por sus propios medios  Se informa al Técnico de Supervisión de Transmilenio S A  Crisanto Ortíz por El Regulador de Control de Gmovil SAS ARNOLD CASTILLA RODRIGUEZ  Observaciones: Al punto se desplaza recomoto de la empresa y realiza conciliación en contra de Gmovil SAS       
";0;0;0;5;Sí;VEY408;No;Sur-Norte
203768;15;14 - 15;12:00 - 15:59;2;3;3;6;4;[118] 403A;[3128] 403A_20180402_UNICENTRO;607191;518716;Operador reporta que con el móvil a su cargo realizando la tabla 2 viaje 4, presenta un evento con las siguientes características: el móvil se encontraba en el Paradero , cuando según versión del Operador: 'me encontraba en el paradero cuando siento un golpe en la parte de atrás, una camioneta nissan me colisiono'   Como consecuencia del tercero,  se genera una Colisión contra Vehículo Particular 'NISSAN ' con la parte Trasera Central del móvil  En la cual No se presentan  personas lesionadas, Si se generan daños materiales en el móvil y el tercero, al punto No se presenta policía de Transito El operador se dirige Con el Móvil hacia Patio Gmovil, le envían que se desplace por sus propios medios  Se informa al Técnico de Supervisión de Transmilenio S A  francy sierra por El Regulador de Control de Gmovil SAS CYNTHIA YURANI RODRIGUEZ MARTINEZ  Observaciones:Asiste recomoto de la empresa al punto y realiza conciliación ;0;0;0;5;Sí;WGH560;No;Sur-Norte
203770;15;14 - 15;12:00 - 15:59;2;3;3;6;4;[395] Z7;[2994] Z7_1H_20180226;607606;524121;"Operador reporta que con el móvil a su cargo realizando la tabla 1 viaje 5, presenta un evento con las siguientes características: el móvil se desplazaba en el Recorrido, cuando según versión del Operador: ' Particular golpea zonal en la parte trasera derecha'   Como consecuencia del tercero,  se genera una Colisión contra Vehículo con la parte Trasera Derecha del móvil  En la cual No se presentan  personas lesionadas, Si se generan daños materiales en el móvil y el tercero, al punto Si se presenta policía de Transito  Móvil se desplaza a patio gmovil  Se informa al Técnico de Supervisión de Transmilenio S A  Francy Sierra por El Regulador de Control de Gmovil SAS ANDRES CAMILO VALENCIA MARIN  Observaciones: Asiste recomoto de la empresa al punto y realiza conciliación cada uno asume daños       
";0;0;0;5;Sí;VEQ973;No;Norte-Sur
203780;15;14 - 15;12:00 - 15:59;6;3;3;6;4;[312] 442;[3294] 442_20180730_V-H;595484;520594;"Operador reporta que con el móvil a su cargo realizando la tabla 14 viaje 6, presenta un evento con las siguientes características: el móvil se desplazaba en el Recorrido , cuando según versión del Operador: ' Iba en ruta y zonal de consorcio z10-2013 colisiona por la parte de atrás al padrón '   Como consecuencia del tercero,  se genera una Colisión contra Bus del SITP  En la cual No se presentan  personas lesionadas, Si se generan daños materiales en el móvil y el tercero, al punto Si se presenta policía de Transito  Operador se desplaza a punto de inicio de ruta Se informa al Técnico de Supervisión de Transmilenio S A  Samir sechague por El Regulador de Control de Gmovil SAS VICTOR LOPEZ MENDEZ  Observaciones:Se realiza Informe Policial de Accidente de Tránsito con causal 134 (reversa imprudente) para gmovil y 121 (Distancia de seguridad) para tercero      
      
       
            
       
       
  
";0;0;0;5;No;WNS660;No;Occi-Orien
202890;8;13 - 14;12:00 - 15:59;1;1;3;5;1;[737] R634;[3415] VUELTA V.5;607021;518290;Tabla 12 / Viaje 7 operador informa que dos peatones dicutian en anden/ el señor empuja a la señora y ella cae en la via mientras operador pasaba por la via generando accidente/ tercero señora de aproximadamente 55 años/ con herida abierta en la cabeza/ se encuentra conciente/ tercero (hombre ) se da a la fuga/ se solicita ambulancia/ se envia recomoto al punto/Se genera IPAT con causal 411 para el peaton/zonal inmovilizado/ Reportado por el TCZ de ETIB - Diana Arias/ Reportado al TS del Ente Gestor - Carlos Ordoñes;0;1;0;1;No;WEV617;No;Norte-Sur
203775;15;15 - 16;12:00 - 15:59;2;3;3;6;4;[117] 674;[240] 674-1;599515;507938;"Operador reporta que con el móvil a su cargo realizando la tabla 37 viaje 5, presenta un evento con las siguientes características: el móvil se desplazaba en el Recorrido , cuando según versión del Operador: ' Un furgón me adelanta cerrando y me golpea'   Como consecuencia del tercero,  se genera una Colisión contra Vehículo  con la parte Lateral Derecha del móvil  En la cual No se presentan  personas lesionadas, Si se generan daños materiales en el móvil y el tercero, al punto Si se presenta policía de Transito, Operador se desplaza a patio Gmovil  Se informa al Técnico de Supervisión de Transmilenio S A  Elkin Martinez por El Regulador de Control de Gmovil SAS GERSON JAMIR RAMIREZ GUTIERREZ  Observaciones:Asiste recomoto de la empresa al punto y se realiza Informe Policial de Accidente de Tránsito con causal 103 (adelantar cerrando)para ambos vehículos       
";0;0;0;5;No;WEX125;No;Sur-Norte
202893;8;14 - 15;12:00 - 15:59;2;1;3;5;1;[120] 787_A;[3504] 787A_IDA.V2;597863;512576;Tabla 4 / Viaje 5/ el operador reporta que un furgon lo cierra por el costado izquierdo  colisionandolo el operador manifiesta estar herido con dolor fuerte en el hombro izquierdo /hace presencia Personal de Tránsito y Ambulancia/ con valoración y posterior traslado a Clínica cercana/Personal de Tránsito efectúa Procedimiento de Tránsito /con causal 103(adelantar cerrando)/para el tercero/zonal se dirige para Patio San Bernardino por sus propios medios con operador de reserva/Reportado por el TCZ de ETIB - Sanchez Albarracin Luisa Fernanda/ Reportado al TS del Ente Gestor - Angelica Bernal;0;1;0;1;No;WGH816;No;Occi-Orien
203779;15;16 - 17;16:00 - 19:59;15;3;3;6;4;[32] P500;[2964] P500_20171030;604688;516063;"Operador reporta que con el móvil a su cargo realizando la tabla 5 viaje 6, presenta un evento con las siguientes características: el móvil se desplazaba en el Recorrido, cuando según versión del Operador: ' Iba en mi carril y el sr de la carretilla de gaseosas, iba en la mitad de la vía y por sobrepasarme con el peso del carrito le pegan al bus y se le caen las gaseosas Como consecuencia de la maniobra realizada, se genera una Colisión contra carreta de gaseosas  En la cual No se presentan  personas lesionadas, Si se generan daños materiales en el tercero, al punto No se presenta policía de Transito Operador se desplaza a punto de inicio de ruta  Se informa al Técnico de Supervisión de Transmilenio S A  Francy Sierra por El Regulador de Control de Gmovil SAS VICTOR LOPEZ MENDEZ  Observaciones: tercero se retira con sus daños        
";0;0;0;5;Sí;WNS659;No;Sur-Norte
203783;15;16 - 17;16:00 - 19:59;2;3;3;6;4;[222] 801.;[3430] 801_2_CL183;596215;520084;Operador reporta que con el móvil a su cargo realizando la tabla 2 viaje 8, presenta un evento con las siguientes características: el móvil se desplazaba en el Recorrido , cuando según versión del Operador: ' Tercero se pasa el Pare y lo colisiono en la parte lateral derecha '   Como consecuencia del tercero,  se genera una Colisión contra Vehículo 'Kia' con la parte Lateral Derecha del móvil  En la cual No se presentan  personas lesionadas, Si se generan daños materiales en el móvil y el tercero, al punto Si se presenta policía de Transito El operador se dirige  hacia patio gmovil   Se informa al Técnico de Supervisión de Transmilenio S A  Francy Sierra  por El Regulador de Control de Gmovil SAS BRYAN ANDRES GUZMAN ROJANO  Observaciones:Asiste recomoto de la empresa al punto y se realiza Informe Policial de Accidente de Tránsito con causal 132 (no respetar prelacion) para el tercero ;0;0;0;5;No;WEW808;No;Sur-Norte
203855;16;8 - 9;08:00 - 11:59;2;3;3;6;4;[503] 702;[3017] 702_20180129;595165;514488;Operador reporta que con el móvil a su cargo realizando la tabla 6 viaje 2, presenta un evento con las siguientes características: el móvil se desplazaba en el Recorrido por el Carril, cuando según versión del Operador: Voy por mi carril y una volqueta rompe el espejo Izquierdo y se da a la fuga  Como consecuencia del tercero,  se genera una Colisión contra una Volqueta con la parte Delantera Izquierda del móvil  En la cual No se presentan persona lesionadas, Si se generan daños materiales en el móvil  Al punto No se presenta policia de Transito  El operador se dirige  hacia patio zonal de Gmovil, le envían quie se desplace por sus propios medios  Se informa al Técnico de Supervisión de Transmilenio S A  Crisanto Ortiz por El Regulador de Control de Gmovil SAS ARNOLD CASTILLA RODRIGUEZ  Observaciones: Segun informa el operador el conductor de la volqueta le da dinero por el espejo y se retira del sitio;0;0;0;5;Sí;VEB769;No;Norte-Sur
203859;16;9 - 10;08:00 - 11:59;9;3;3;6;4;[118] 403A;[3128] 403A_20180402_UNICENTRO;601135;517374;"Operador reporta que con el móvil a su cargo realizando la tabla 13 viaje 2, presenta un evento con las siguientes características: el móvil se desplazaba en el Recorrido por el Carril,cuando según versión del Operador: El operador reporta que por poca visibilidad del móvil no ve al motociclista y lo alcanza a golpear, el conductor de la moto le rompe el espejo y se da a la fuga  Como consecuencia de la maniobra realizada,  se genera una Colisión contra Motocicleta  En el evento no se presentan personas lesionadas  Si se generan daños materiales en el zonal  No se presenta policia de transito  El operador se dirige  hacia patio zonal de Gmovil, le envían que se desplace por sus propios medios  Se informa al Técnico de Supervisión de Transmilenio S A  Crisanto Ortiz por El Regulador de Control de Gmovil SAS WILSON ABEL TORRES FAJARDO  Observaciones:  Según indica el operador el conductor de la moto se da a la fuga        
       
       
       
";0;0;0;5;No;VFB679;No;Occi-Orien
203949;16;20 - 21;20:00 - 23:59;9;3;1;6;4;[89] 17-2;[176] 17-2;598773;517320;"Operador reporta que con el móvil a su cargo realizando la tabla 2 viaje 17, presenta un evento con las siguientes características: el móvil se desplazaba en el Recorrido , cuando según versión del Operador: ' al adelantar una moto le pega al móvil con el espejo'   Como consecuencia del tercero,  se genera una Colisión contra Motocicleta   En la cual No se presentan personas lesionadas, al punto No se presenta policía de Tránsito, Si se generan daños materiales en el tercero   El operador continua recorrido  Se informa al Técnico de Supervisión de Transmilenio S A  Margyory Ballesteros  por El Regulador de Control de Gmovil SAS CRHISTIAN CAMILO BETANCOURT CARRANZA  Observaciones:Asiste recomoto de la empresa al punto y realiza conciliación cada uno asume daños        
";0;0;0;5;Sí;WEW843;No;Norte-Sur
203956;16;21 - 22;20:00 - 23:59;2;3;3;6;4;[396] 740;[3229] 740_1_20180703;595547;514770;"Operador reporta que con el móvil a su cargo realizando la tabla 13 viaje 9, presenta un evento con las siguientes características: el móvil se desplazaba en el Recorrido, cuando según versión del Operador: ' Furgon pasa a la fuerza me golpeo el móvil y salió se dio a la fuga '   Como consecuencia del tercero,  se genera una Colisión contra FURGOn placas APF842 ' con la parte Lateral Izquierda del móvil  En la cual No se presentan  personas lesionadas, Si se generan daños materiales en el móvil, al punto No se presenta policia de Transito  Vehículo continúa en Recorrido   Se informa al Técnico de Supervisión de Transmilenio S A  Margyory Ballesteros por El Regulador de Control de Gmovil SAS GLADYS LILIANA MORENO RAMIREZ  Observaciones: tercero se dio a la fuga         
";0;0;0;5;No;WPN685;No;Orien-Occi
202911;8;16 - 17;16:00 - 19:59;4;2;3;5;1;[58] 91;[2722] 91 PORTAL V.5;592612;508065;Tabla 30 / Viaje 1 este operador me informa tubo y choque simple con un TPC, el informa que el señor le rompió un espejo, el se bajo del el zonal hacerle el reclamo y el tercero lo agredió físicamente, el indica que tiene una herida abierta y no puede continuar pues le rompieron las gafas  El tercero se da a la fuga  El operador no puede continuar en recorrido se le envía un disponible del patio para trasladar el zonal al patio del concesionario, y el operador es remitido a ARL, en donde él se desplaza por sus propios medios  / Reportado por el TCZ de ETIB - Vente Sanmiguel Raul Alexander/ Reportado al TS del Ente Gestor - Carlos Ordoñez;0;0;0;2;No;WDE717;No;Norte-Sur
202910;8;16 - 17;16:00 - 19:59;2;1;3;2;9;[676] T26;[3169] T26_HABITUAL_16.04.18;599761;508863;Operador reporta que con el móvil a su cargo realizando la tabla 9, viaje 4, presenta un evento con las siguientes características: Operador informa que en recorrido colisiona con vehículo particular por la parte trasera, generando solo daños materiales, el tercero al llegar asistencia el punto se verifica que se encuentra lesionado es valorado y remitido a un centro asistencial, transito indica que queda pendiente el ipat, móvil lo trasladan a medicina legal de Puente Aranda   A  al punto se envía asistencia de recomoto y/o abogado del concesionario  Reportado a TS Margyory Ballesteros de TMSA, reportado por TC Edisson Villada de CE ;0;1;0;1;No;WGH318;No;Sur-Norte
203969;17;5 - 6;04:00 - 07:59;2;3;3;6;4;[222] 801.;[3429] 801_1_CL_183;606000;527026;Operador reporta que con el móvil a su cargo realizando la tabla 4 viaje 3, presenta un evento con las siguientes características: el móvil se desplazaba en el Recorrido por el Carril, cuando según versión del Operador: Estoy esperando mi hora de salida y pasa el particular y me le pega al zonal por el costado izquierdo trasero  Como consecuencia de la maniobra realizada,  se genera una Colisión contra Vehículo Particular  En el evento no se presentan personas lesionadas  Si se generan daños materiales en el zonal y el tercero  No se presenta policia de transito  El operador se dirige hacia patio zonal de Gmovil, le envían que se desplace por sus propios medios  Se informa al Técnico de Supervisión de Transmilenio S A  Angelica Bernal por El Regulador de Control de Gmovil SAS WILSON ABEL TORRES FAJARDO  Observaciones:  Al punto se desplaza recomoto de la empresa y realiza conciliación a favor del operador ;0;0;0;5;Sí;VEQ486;No;Norte-Sur
204013;17;12 - 13;12:00 - 15:59;3;3;3;6;4;[603] C120;[1544] C120-2;599480;518866;"Operador reporta que con el móvil a su cargo realizando la tabla 33 viaje 1, presenta un evento con las siguientes características: el móvil se desplazaba en el Recorrido, cuando según versión del Operador: ' voy por carril izquierdo y un  TAXI me impacta en el costado derecho '   Como consecuencia del tercero,  se genera una Colisión contra Taxi 'VDM-599' con la parte delantera Derecha del móvil  En la cual No se presentan  personas lesionadas, Si se generan daños materiales en el móvil y el tercero, al punto No se presenta policia de Transito  El operador se dirige  hacia punto de inicio de ruta  Se informa al Técnico de Supervisión de Transmilenio S A  Fernando Forero por El Regulador de Control de Gmovil SAS Gabriel Garcia Castañeda  Observaciones:Asiste recomoto de la empresa al punto y realiza conciliación        
";0;0;0;5;Sí;WDE320;No;Orien-Occi
201999;1;7 - 8;04:00 - 07:59;2;3;3;7;5;[593] 593;[3137] 593_HABIL_V3;596036;511798;"Tabla: 19/ Viaje: 1/ Detalle : el perador indica que un automovil  frena brusco y el zonal lo colisiona no se presentan lesionados /Reportado a: Elkin Martinez Tecnico supervisor TM S A/Conlusion: se genera informe de transito con causal 157(falta de equipos de prevención y seguridad) al operador movil espera asistencia de carro taller ya que se apago y no prende   
";0;0;0;5;No;WGK079;No;Occi-Orien
202005;1;7 - 8;04:00 - 07:59;2;3;3;7;5;[329] R_121;[2646] 121_V4;601969;508071;Tabla: 11/ Viaje: 1/Detalle : el oprador indica que un camion de placas ISR937 lo deja rodar  colisiona el zonal  y se da a la fuga no se presentan lesionados /Reportado a: Juan Carlos Sanchez Tecnico supervisor TM S A/;0;0;0;5;No;WDE073;No;Norte-Sur
202009;1;8 - 9;08:00 - 11:59;3;3;3;7;5;[833] C201;[3379] C201_Dia_Circular_V1;593775;511970;Tabla: 7/ Viaje: 3/ Detalle: el operador informa que un taxi realiza el giro para tomar la avenida de las américas, sin darse cuentacon la parte de atrás colisiona al zonal en la puerta trasera y se da a la fuga, no se presentan personas lesionada y el móvil se dirige para patio/ Reportado a: Juan Carlos Sánchez Técnico supervisor TM S A ;0;0;0;5;No;VDS217;No;Occi-Orien
202011;1;8 - 9;08:00 - 11:59;2;3;3;7;5;[593] 593;[3137] 593_HABIL_V3;588583;512131;Tabla: 8/ Viaje: 1/Detalle : el operador indica que una gua lo colisiona por la parte trasera y se da a la fuga no se presentan lesionados movil continua su recorrido / Reportado a:Elkin Martinez Tecnico supervisor TM S A/;0;0;0;5;No;WGK010;No;Norte-Sur
202044;1;13 - 14;12:00 - 15:59;6;3;3;7;5;[111] R_7;[2178] R7_IDA_V3;592803;512374;"Tabla: 2/ Viaje: 7/ Detalle: el operador informa que un vehiculo zonal de ETIB (707216), pasa por el costado izquiero y golpea el espejo retrovisor del zonal de masivo, no hay lesionados, el operador de ETIB asume responsabilidad del evento/ Asiste al punto: No requeire asistencia/ Tipo de asistencia: Continua con su recorrido / Reportado a: Ivan Escobar Tecnico supervisor TM S A 
";0;0;0;5;Sí;TUO714;No;Norte-Sur
202055;1;15 - 16;12:00 - 15:59;2;3;3;7;5;[475] 733;[2972] 733 IDA_V2;596380;506047;Tabla 26 viaje 4/El operador informa que pasa un furgon cerca al zonal y le rompe un espejo/No hay lesionados/El zonal continua recorrido/CONCLUSIÓN/se concilia a favor de masivo/Reportado a Jorge Ruiz Supervisor de TMSA ;0;0;0;5;Sí;WGI570;No;Occi-Orien
202067;1;17 - 18;16:00 - 19:59;3;3;3;7;5;[81] R_579;[3135] 579_HABIL_V4;590298;509703;Tabla: 25/ Viaje: 7/ Detalle : Operador informa que un taxi lo adelanta por la derecha y lo colisiona, no hay lesionados/ Conclusion: Tercero se da a la fuga, zonal continua recorrido/ Reportado a: Sandra Suarez Tecnico supervisor TM S A/;0;0;0;5;No;WGK052;No;Occi-Orien
202077;1;19 - 20;16:00 - 19:59;9;3;3;7;5;[121] R_270;[253] R_270_Ida;608149;526119;Tabla: 21/ Viaje: 7/ Detalle : el operador informa que coliciona una motocicleta con la parte delantera lateral derecha del zonal no se presentan lesionados : Se envia Recomoto al punto/ Reportado a: Jimmy Rodriguez Tecnico supervisor TM S A / Conlusion:se concilia a favor del tercero el zonal se desplaza a patio por sus propios medios;0;0;0;5;Sí;TUO754;No;Norte-Sur
202079;1;19 - 20;16:00 - 19:59;4;3;3;7;5;[640] T163;[3004] T163_IDA_SN_V4;592782;507206;"Novedad Accidente de transito (preliminar)/ Ruta: T163/ Tabla: 30/ Viaje: 7/ Movil: 254464/ Codigo de operador: 256279/ Telefono del operador: 3125582662/ Direccion: calle 63 a sur trv 70 g/ Sentido: Sur-Norte/ Parada: 212A10/ Hora de inicio : 19:20/ Detalle: Operador reporta que habian carros obstaculizando la via, al pasar golpea un bus,  El señor  del bus  le rompe el espejo al zonal   / Asiste al punto: / Tipo de asistencia: / Reportado por: Angélica Marín Tecnico de centro de control de Masivo Capital/  Reportado a: Humberto Sanchez Tecnico supervisor TM S A 
";0;0;0;5;No;VDS590;No;Sur-Norte
202114;2;7 - 8;04:00 - 07:59;2;3;3;7;5;[81] R_579;[3135] 579_HABIL_V4;598272;510171;"Tabla: 22/ Viaje: 1/ Detalle : la operadora indica que esta girando en el round point y un camion  la colisiona por el costado izquierdo trasero no se presentan lesionados /Reportado a:  Carlos Santamaría Tecnico supervisor TM S A/Conlusion:e llega a un acuerdo con el tercero  a favor de masivo capital  NOTA: el tercero no suministra sus datos completos y tampoco firma el contrato de transacción a favor de masivo capital, el movil se dirige a patio sanbernardino   
";0;0;0;5;Sí;WGK046;No;Orien-Occi
202135;2;9 - 10;08:00 - 11:59;2;3;3;7;5;[475] 733;[2973] 733 VUELTA_V2;596612;505312;Tabla 11 viaje 4/El operador indica que un particular no guarda la distancia de seguridad y colisiona al zonal por la parte de atrás/No hay lesionados/CONCLUSIÓN: se concilia a favor de masivo capital/El zonal se dirige para patio magdalena/Se envía técnico vial/Reportado a Jorge Ruiz Supervisor de TMSA   ;0;0;0;5;Sí;WGI577;No;Orien-Occi
202153;2;11 - 12;08:00 - 11:59;2;3;3;7;5;[81] R_579;[3135] 579_HABIL_V4;589529;511774;" Tabla: 28/ Viaje: 3/Detalle : el operador indica que el pasa el semaforo y un camion pasa en contravia y colisiona el movil en el espejo retrovisor izquierdo no se presentan lesionados / Reportado a: Sandra Suarez Tecnico supervisor TM S A/Conlusion: se llegó a un acuerdo mutuo y se realiza contrato de transacción a favor de masivo capital  móvil se traslada para patio 
";0;0;0;5;Sí;WGI630;No;Norte-Sur
202156;2;11 - 12;08:00 - 11:59;2;3;3;7;5;[833] C201;[3379] C201_Dia_Circular_V1;594661;503037;Tabla: 1/ Viaje: 4/ Detalle: el operador informa que intenta sobrepasar a un carro recolector de basura que estaba recogiendo, no mide distancia porque había una moto estacionada en el otro costado de la vía y no puede evitar colisionar el camión rompiéndole el espejo derecho, no se presentan personas lesionadas y se envía asistencia al punto/ Asiste al punto: Gustavo Caicedo, Técnico en seguridad vial, Conclusión: CONCLUSIÓN: se realiza informe de transit con causal 157 para ambas partes, , el zonal se desplaza a patio/ Reportado a: Juan Carlos Sánchez Técnico supervisor TM S A ;0;0;0;5;No;VFB909;No;Norte-Sur
202160;2;12 - 13;12:00 - 15:59;3;3;3;7;5;[81] R_579;[3135] 579_HABIL_V4;588106;511763;" Tabla: 25/ Viaje: 3/ Detalle : el operador indica que un taxifrena brusco y lo colisiona no se presentan lesionados / Reportado a: Sandra Suarez Tecnico supervisor TM S A/Conlusion: se realiza contrato de transacción  y el movil se dirige a patios por sus propios medios  
";0;0;0;5;Sí;WGI617;No;Orien-Occi
202161;2;12 - 13;12:00 - 15:59;2;3;3;7;5;[605] P7;[1549] P7_VUELTA;590816;512620;Tabla  11 viaje  6 Operador informa que se le abre la puerta  del conductor  y en ese momento iba pasando un vehículo particular  y lo colisiona  no se presentan personas lesionadas, al punto se envía asistencia auxiliar en vía reportado   a Ivan Escobar tmsa / concluye :  se realiza contrato de transacción y el movil se dirige a patios por sus propios medios ;0;0;0;5;Sí;SMZ102;No;Orien-Occi
202165;2;12 - 13;12:00 - 15:59;2;3;3;7;5;[238] 111;[2734] IDA V.6;601602;502488;"Tabla: 30/ Viaje: 3/   Detalle : El operador  reporta  que un particular   está  mal parqueado  y con la  parte de atrás  del zonal  le pega  al espejo   izquierdo  y se lo  tubo    no  se presenta lesionados / Asiste al punto : Aseguradora/ Abogado Henry Rodriguez  Reportado a:  Juan Carlos Sanchez Tecnico supervisor TM S A/ Conlusion:  el tercero se retira  del lugar sin dejar datos y el movil se desplaza a patio por sus propios medios 
";0;0;0;5;Sí;WCN342;No;Occi-Orien
202168;2;13 - 14;12:00 - 15:59;6;3;3;7;5;[480] 162;[3140] 162_V5;602695;509191;Tabla: 8/ Viaje: 5 Detalle: El operador indica que al cambiar la tabla fisica del movil se rodo el zonal y colisiona a un movil de Suma (807187) rompiendo el panoramico  Reportado a: Juan Carlos Sanchez Tecnico supervisor TM S A  Concluye, Se realiza conciliacion a favor de Suma, Zonal continua recorrido ;0;0;0;5;Sí;WEV172;No;Sur-Norte
202187;2;14 - 15;12:00 - 15:59;4;3;3;7;5;[559] 722;[1903] 722_CIRCULAR_V3;599514;514561;"Tabla  25  viaje  2, operador indica que esta en recorrido cuando un bus de servicio provisional, lo golpea por la ocasionando daño en latas, no se presentan personas lesionadas, tercero se da a la fuga zonal continua recorrido, reportado a Sandra Suarez Técnico supervisor de TMSA 
";0;0;0;5;No;TUO719;No;Norte-Sur
202194;2;15 - 16;12:00 - 15:59;2;3;3;7;5;[605] P7;[1548] P7_IDA;593778;508130;Tabla 9 viaje 7 el operador informa que un trato camión pasa muy cerca del zonal y le rompe el espejo, sin lesionados, se envía Técnico de seguridad vial, Reportado a Técnico Supervisor: Juan Carlos Sánchez (T M S A ) CONCLUSIÓN: al llegar al punto ya se encontraba policía de tránsito, se llega a una conciliación con el tercero a favor de masivo capital  NOTA: tercero no suministra datos firma contrato de transacción operador del dinero recibido  Zonal para patio San Bernardino    ;0;0;0;5;Sí;WHQ838;No;NO APLICA
202225;2;19 - 20;16:00 - 19:59;2;3;3;7;5;[111] R_7;[2178] R7_IDA_V3;602980;506348;"tabla 23  viaje  9, operador informa que esta realizando recorrido, en la vía hay vehículos  de lado y lado obstaculizando el paso de los zonales y esto ocasiona que el golpee un carro ocasionando daño en latas, no se presentan personas lesionadas, asiste Andres Duran tecnico de via/ CONCLUYE: Tercero se dá a la fuga, móvil sale para patio  reportado a Jhon Siza técnico supervisor de TMSA 
";0;0;0;5;No;TUO712;No;Orien-Occi
202249;2;21 - 22;20:00 - 23:59;2;3;3;7;5;[369] R_603B;[3141] 603B_V3;596743;513875;"tabla  9, viaje 5, operador indica que va en recorrido cuando un vehiculo particular no mantiene la distancia y choca al zonal, ocasionando daño en latas, no se presentan personas lesionadas, se envia asistencia al punto  tercero se da a la fuga, zonal se desplaza para patio tierra buena, reportado a Fredy Cardona técnico supervisor de TMSA 
";0;0;0;5;No;WGI567;No;Norte-Sur
202284;3;10 - 11;08:00 - 11:59;2;3;3;7;5;[9] R_13;[1497] RUTA13_V2;602958;509105;tabla 8 viaje 2 choque simple el operador informa que va en recorrido y al intentar sobrepasar un vehicular particular se genera colision, no se presentan lesionados  Asiste al punto abogada Maribel Velandia quien informa conlcusion: caso a favor de tercero, zonal es llevado a patio porvenir  Reportado a Rodrigo Gomez TS TMSA;0;0;0;5;Sí;TUO749;No;Occi-Orien
202285;3;10 - 11;08:00 - 11:59;2;3;3;7;5;[475] 733;[2973] 733 VUELTA_V2;596830;509336;Tabla: 20/ Viaje: 2/Detalle: operador informa que se encontraba en recorrido y colisiona por un costado a vehiculo particular/ No hay lesionados/ conclusión/ contrato de transacción  a favor del tercero/ zonal se dirige a patio Tierra Buena por sus propios medios/  Reportado a: Rodrigo Gómez  Técnico supervisor TM S A ;0;0;0;5;Sí;WGI529;No;Occi-Orien
202292;3;11 - 12;08:00 - 11:59;4;3;3;7;5;[640] T163;[3005] T163_VTA_NS_V4;594786;507982;"Tabla: 12/ Viaje: 4/ Detalle : el operador informa que un bus de turismo da contramarcha y lo coliciona / Asiste al punto : Aseguradora/  Reportado a: Damaris Reyes Tecnico supervisor TM S A/ Conlusion:se realiza informe de transito con causal 121""no conservar la distancia de Seguridad "" para el operador el zonal se desplaza parta patio bosa centro  
";0;0;0;5;No;WMN344;No;Norte-Sur
202302;3;12 - 13;12:00 - 15:59;11;3;3;7;5;[329] R_121;[2646] 121_V4;589742;511397;"Tabla 3 viaje 5: El operador reporta que "" Venía yo por mi ruta cuando una muchacha en una cicla frenó en seco, y al frenar con el cabeceo del bus le di a la rueda trasera""/ no hay lesionados  Se envía tecnico de seguridad vial al punto   Reportado a Damaris reyes, supervisor TM S A  Conclusión: se realiza acuerdo entre las partes y el zonal se dirige a patio ";0;0;0;5;Sí;WDE081;No;Sur-Norte
202307;3;13 - 14;12:00 - 15:59;2;3;3;7;5;[428] P62;[1517] P62_IDA;590283;512337;tabla 12 viaje 1 choque simple el operador informa que iba en desplazamiento a cabecera para iniciar recorrido y un vehiculo particular se estaca adelante de improvisto ocasionandose colision, no se presentan lesionado  Asiste abogado al punto Alfonso Lopez quien informa conclusion : tercero se retira del punto y el zonal se dirige a patio corzo  Reportado a Aura Agudelo TS TMSA;0;0;0;5;No;WCL536;No;Orien-Occi
202326;3;16 - 17;16:00 - 19:59;15;3;3;7;5;[90] R_15;[2107] 15_V3;593906;512371;"Tabla: 3/ Viaje: 5/ Detalle: El operador reporta  que esta el semáforo en verde en el momento  de arracar  iba pasando     unas  carretas la segunda carreta se le atraviesa  y le penga  en una punta de la carreta/ ellos  le indica  al operador  que continúe no  ha pasado nada   no se presenta lesionados movil  Continua con su recorrido / Reportado a: Damaris Reyes Tecnico supervisor TM S A ""
";0;0;0;5;No;SVS787;No;Occi-Orien
